Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Category_ID,SubCategory_ID,Geography_ID,Sales,Quantity,Discount,Profit
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,28,64,1,6,2,79.76,4,0.0,22.3328
US-2015-164175,2015-04-30,2015-05-05,Standard Class,29,65,1,2,23,213.115,5,0.3,-15.2225
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,30,66,2,7,24,1113.024,8,0.2,111.3024
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,30,67,3,8,24,167.968,4,0.2,62.988
CA-2016-119823,2016-06-04,2016-06-06,First Class,31,68,2,11,25,75.88,2,0.0,35.6636
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,32,69,2,9,21,4.616,1,0.2,1.731
CA-2017-114440,2017-09-14,2017-09-17,Second Class,15,70,2,11,26,19.05,3,0.0,8.763
US-2015-134026,2015-04-26,2015-05-02,Standard Class,33,71,1,2,27,831.936,8,0.2,-114.3912
US-2015-134026,2015-04-26,2015-05-02,Standard Class,33,72,1,6,27,97.04,2,0.2,1.213
US-2015-134026,2015-04-26,2015-05-02,Standard Class,33,73,2,5,27,72.784,1,0.2,-18.196
US-2017-118038,2017-12-09,2017-12-11,First Class,34,74,2,9,13,1.248,3,0.8,-1.9344
US-2017-118038,2017-12-09,2017-12-11,First Class,34,75,1,6,13,9.708,3,0.6,-5.8248
US-2017-118038,2017-12-09,2017-12-11,First Class,34,76,2,5,13,27.24,3,0.2,2.724
US-2014-147606,2014-11-26,2014-12-01,Second Class,33,77,1,6,13,19.3,5,0.6,-14.475
CA-2016-127208,2016-06-12,2016-06-15,First Class,35,78,2,10,28,208.16,1,0.0,56.2032
CA-2016-127208,2016-06-12,2016-06-15,First Class,35,79,2,9,28,16.74,3,0.0,8.0352
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,36,80,2,7,9,14.9,5,0.0,4.172
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,36,81,2,5,9,21.39,1,0.0,6.2031
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,37,82,2,13,29,200.984,7,0.2,62.8075
US-2017-119662,2017-11-13,2017-11-16,First Class,38,83,2,5,23,230.376,3,0.2,-48.9549
CA-2017-140088,2017-05-28,2017-05-30,Second Class,23,84,1,2,30,301.96,2,0.0,33.2156
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,39,85,3,12,31,19.99,1,0.0,6.7966
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,39,86,2,3,31,6.16,2,0.0,2.9568
CA-2016-159695,2016-04-05,2016-04-10,Second Class,40,87,2,5,13,158.368,7,0.2,13.8572
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,41,88,2,7,2,20.1,3,0.0,6.633
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,41,41,3,8,2,73.584,2,0.2,8.2782
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,41,89,2,11,2,6.48,1,0.0,3.1104
CA-2015-149587,2015-01-31,2015-02-05,Second Class,42,90,2,11,32,12.96,2,0.0,6.2208
CA-2015-149587,2015-01-31,2015-02-05,Second Class,42,91,1,6,32,53.34,3,0.0,16.5354
CA-2015-149587,2015-01-31,2015-02-05,Second Class,42,92,2,9,32,32.96,2,0.0,16.1504
US-2017-109484,2017-11-06,2017-11-12,Standard Class,43,93,2,9,33,5.682,1,0.7,-3.788
CA-2017-161018,2017-11-09,2017-11-11,Second Class,44,94,1,6,21,96.53,7,0.0,40.5426
CA-2017-157833,2017-06-17,2017-06-20,First Class,45,95,2,9,9,51.312,3,0.2,17.9592
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,46,96,2,10,34,77.88,6,0.0,22.5852
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,47,97,2,11,23,64.624,7,0.2,22.6184
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,47,98,3,12,23,95.976,3,0.2,-10.7973
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,47,99,2,9,23,1.788,3,0.8,-3.0396
CA-2016-129903,2016-12-01,2016-12-04,Second Class,48,100,2,11,31,23.92,4,0.0,11.7208
US-2015-156867,2015-11-13,2015-11-17,Standard Class,49,101,3,12,35,238.896,6,0.2,-26.8758
US-2015-156867,2015-11-13,2015-11-17,Standard Class,49,102,1,6,35,102.36,3,0.2,-3.8385
US-2015-156867,2015-11-13,2015-11-17,Standard Class,49,103,2,9,35,36.882,3,0.7,-25.8174
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,50,104,3,12,36,74.112,8,0.2,17.6016
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,50,105,3,8,36,27.992,1,0.2,2.0994
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,50,106,2,7,36,3.304,1,0.2,1.0738
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,51,107,3,12,37,339.96,5,0.2,67.992
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,52,108,1,6,21,41.96,2,0.0,10.9096
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,53,109,2,7,38,75.96,2,0.0,22.788
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,53,110,2,9,38,27.24,6,0.0,13.3476
CA-2014-115259,2014-08-25,2014-08-27,Second Class,54,111,2,14,39,40.096,14,0.2,14.5348
CA-2014-115259,2014-08-25,2014-08-27,Second Class,54,112,2,13,39,4.72,2,0.2,1.652
CA-2014-115259,2014-08-25,2014-08-27,Second Class,54,113,2,11,39,23.976,3,0.2,7.4925
CA-2014-115259,2014-08-25,2014-08-27,Second Class,54,114,2,13,39,130.464,6,0.2,44.0316
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,55,115,1,4,5,787.53,3,0.0,165.3813
US-2015-136476,2015-04-05,2015-04-10,Standard Class,56,116,2,9,40,157.794,1,0.7,-115.7156
CA-2016-103730,2016-06-12,2016-06-15,First Class,57,117,1,6,41,47.04,3,0.0,18.3456
CA-2016-103730,2016-06-12,2016-06-15,First Class,57,9,2,9,41,30.84,4,0.0,13.878
CA-2016-103730,2016-06-12,2016-06-15,First Class,57,118,2,5,41,226.56,6,0.0,63.4368
CA-2016-103730,2016-06-12,2016-06-15,First Class,57,119,2,13,41,115.02,9,0.0,51.759
CA-2016-103730,2016-06-12,2016-06-15,First Class,57,120,3,8,41,68.04,7,0.0,19.7316
US-2014-152030,2014-12-26,2014-12-28,Second Class,58,121,1,2,13,600.558,3,0.3,-8.5794
US-2014-134614,2014-09-20,2014-09-25,Standard Class,59,122,1,4,42,617.7,6,0.5,-407.682
US-2017-107272,2017-11-05,2017-11-12,Standard Class,60,123,2,9,43,2.388,2,0.7,-1.8308
US-2017-107272,2017-11-05,2017-11-12,Standard Class,60,124,2,5,43,243.992,7,0.2,30.499
US-2016-125969,2016-11-06,2016-11-10,Second Class,61,65,1,2,2,81.424,2,0.2,-9.1602
US-2016-125969,2016-11-06,2016-11-10,Second Class,61,125,1,6,2,238.56,3,0.0,26.2416
US-2017-164147,2017-02-02,2017-02-05,First Class,62,126,3,8,39,59.97,5,0.4,-11.994
US-2017-164147,2017-02-02,2017-02-05,First Class,62,127,2,11,39,78.304,2,0.2,29.364
US-2017-164147,2017-02-02,2017-02-05,First Class,62,128,2,14,39,21.456,9,0.2,6.9732
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,129,2,11,44,20.04,3,0.0,9.6192
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,130,2,11,44,35.44,1,0.0,16.6568
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,131,2,7,44,11.52,4,0.0,3.456
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,132,2,14,44,4.02,2,0.0,1.9698
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,133,2,9,44,76.176,3,0.2,26.6616
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,134,2,15,44,65.88,6,0.0,18.4464
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,63,51,1,6,44,43.12,14,0.0,20.6976
CA-2016-110366,2016-09-05,2016-09-07,Second Class,64,29,1,6,11,82.8,2,0.2,10.35
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,65,135,2,7,9,8.82,3,0.0,2.3814
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,65,136,2,13,9,10.86,3,0.0,5.1042
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,65,137,2,11,9,143.7,3,0.0,68.976
CA-2017-155376,2017-12-22,2017-12-27,Standard Class,66,138,2,10,45,839.43,3,0.0,218.2518
CA-2015-110744,2015-09-07,2015-09-12,Standard Class,67,83,2,5,46,671.93,7,0.0,20.1579
CA-2014-110072,2014-10-22,2014-10-28,Standard Class,68,139,1,6,47,93.888,4,0.2,12.9096
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,69,140,3,8,48,384.45,11,0.0,103.8015
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,69,141,3,8,48,149.97,3,0.0,5.9988
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,69,2,1,2,48,1951.84,8,0.0,585.552
CA-2016-114489,2016-12-05,2016-12-09,Standard Class,69,142,2,9,48,171.55,5,0.0,80.6285
CA-2016-158834,2016-03-13,2016-03-16,First Class,70,143,2,10,49,157.92,5,0.2,17.766
CA-2016-158834,2016-03-13,2016-03-16,First Class,70,144,3,8,49,203.184,2,0.2,15.2388
CA-2015-124919,2015-05-31,2015-06-02,First Class,71,145,2,11,50,58.38,7,0.0,26.271
CA-2015-124919,2015-05-31,2015-06-02,First Class,71,146,2,11,50,105.52,4,0.0,48.5392
CA-2015-124919,2015-05-31,2015-06-02,First Class,71,147,2,5,50,80.88,6,0.0,21.0288
CA-2015-118948,2015-05-28,2015-06-03,Standard Class,72,148,2,7,5,6.63,3,0.0,1.7901
CA-2014-104269,2014-03-01,2014-03-06,Second Class,73,121,1,2,5,457.568,2,0.2,51.4764
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,74,149,2,3,51,14.62,2,0.0,6.8714
CA-2016-114104,2016-11-20,2016-11-24,Standard Class,74,150,3,8,51,944.93,7,0.0,236.2325
CA-2016-162733,2016-05-11,2016-05-12,First Class,75,151,2,11,2,5.98,1,0.0,2.691
CA-2015-119697,2015-12-28,2015-12-31,Second Class,76,152,3,12,11,54.384,2,0.2,1.3596
CA-2016-154508,2016-11-16,2016-11-20,Standard Class,77,153,2,13,52,28.4,5,0.0,13.348
CA-2016-113817,2016-11-07,2016-11-11,Standard Class,78,154,2,9,5,27.68,2,0.2,9.688
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,155,2,7,53,9.936,3,0.2,2.7324
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,156,3,16,53,8159.952,8,0.4,-1359.992
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,157,2,5,53,275.928,3,0.2,-58.6347
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,158,1,2,53,1740.06,9,0.3,-24.858
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,159,2,7,53,32.064,6,0.2,6.8136
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,160,2,10,53,177.98,5,0.8,-453.849
CA-2014-139892,2014-09-08,2014-09-12,Standard Class,79,161,3,8,53,143.976,3,0.2,8.9985
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,80,162,2,11,2,20.94,3,0.0,9.8418
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,80,163,2,11,2,110.96,2,0.0,53.2608
CA-2014-118962,2014-08-05,2014-08-09,Standard Class,80,164,1,2,2,340.144,7,0.2,21.259
US-2014-100853,2014-09-14,2014-09-19,Standard Class,81,165,2,10,23,52.448,2,0.8,-131.12
US-2014-100853,2014-09-14,2014-09-19,Standard Class,81,166,2,3,23,20.16,4,0.2,6.552
US-2017-152366,2017-04-21,2017-04-25,Second Class,82,167,2,10,13,97.264,4,0.8,-243.16
US-2015-101511,2015-11-21,2015-11-23,Second Class,33,168,1,2,47,396.802,7,0.3,-11.3372
US-2015-101511,2015-11-21,2015-11-23,Second Class,33,169,2,15,47,15.88,5,0.2,-3.7715
CA-2015-137225,2015-12-15,2015-12-19,Standard Class,83,170,2,7,21,3.28,1,0.0,1.4104
CA-2014-166191,2014-12-05,2014-12-09,Second Class,84,171,2,5,28,24.816,2,0.2,1.8612
CA-2014-166191,2014-12-05,2014-12-09,Second Class,84,172,3,12,28,408.744,7,0.2,76.6395
CA-2014-158274,2014-11-19,2014-11-24,Second Class,85,173,3,8,54,503.96,4,0.0,131.0296
CA-2014-158274,2014-11-19,2014-11-24,Second Class,85,174,3,8,54,149.95,5,0.0,41.986
CA-2014-158274,2014-11-19,2014-11-24,Second Class,85,175,3,12,54,29.0,2,0.0,7.25
CA-2016-105018,2016-11-28,2016-12-02,Standard Class,86,176,2,9,55,7.16,2,0.0,3.4368
CA-2014-123260,2014-08-26,2014-08-30,Standard Class,87,177,3,12,2,176.8,8,0.0,22.984
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,88,178,2,5,56,37.224,3,0.2,3.7224
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,88,145,2,11,56,20.016,3,0.2,6.255
CA-2015-102281,2015-10-12,2015-10-14,First Class,89,179,1,1,21,899.136,4,0.2,112.392
CA-2015-102281,2015-10-12,2015-10-14,First Class,89,180,3,8,21,71.76,6,0.0,20.0928
CA-2015-102281,2015-10-12,2015-10-14,First Class,89,181,2,11,21,51.84,8,0.0,24.8832
CA-2015-102281,2015-10-12,2015-10-14,First Class,89,38,1,1,21,626.352,3,0.2,46.9764
CA-2015-102281,2015-10-12,2015-10-14,First Class,89,182,2,7,21,19.9,5,0.0,6.567
CA-2015-131457,2015-10-31,2015-11-06,Standard Class,90,30,2,13,57,14.28,7,0.0,6.7116
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,91,183,2,7,58,7.408,2,0.2,1.2038
CA-2014-140004,2014-03-21,2014-03-25,Standard Class,91,184,2,7,58,6.048,3,0.2,1.5876
CA-2017-107720,2017-11-06,2017-11-13,Standard Class,92,185,2,5,59,46.26,3,0.0,12.0276
US-2017-124303,2017-07-06,2017-07-13,Standard Class,93,186,2,9,11,2.946,2,0.7,-2.2586
US-2017-124303,2017-07-06,2017-07-13,Standard Class,93,187,2,11,11,16.056,3,0.2,5.8203
CA-2017-105074,2017-06-24,2017-06-29,Standard Class,94,188,2,11,60,21.744,3,0.2,6.795
CA-2014-133690,2014-08-03,2014-08-05,First Class,95,189,1,4,61,218.75,2,0.5,-161.875
CA-2014-133690,2014-08-03,2014-08-05,First Class,95,190,2,10,61,2.6,1,0.2,0.2925
US-2017-116701,2017-12-17,2017-12-21,Second Class,96,191,2,10,62,66.284,2,0.8,-178.9668
CA-2017-126382,2017-06-03,2017-06-07,Standard Class,97,192,1,6,48,35.168,7,0.2,9.6712
CA-2017-108329,2017-12-09,2017-12-14,Standard Class,98,193,3,8,63,444.768,4,0.2,44.4768
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,99,194,2,5,64,83.92,4,0.0,5.8744
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,99,195,3,8,64,131.98,2,0.0,35.6346
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,99,123,2,9,64,15.92,4,0.0,7.4824
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,99,196,2,14,64,52.29,9,0.0,16.2099
CA-2017-135860,2017-12-01,2017-12-07,Standard Class,99,197,2,5,64,91.99,1,0.0,3.6796
CA-2015-101007,2015-02-09,2015-02-13,Second Class,100,198,3,12,62,20.8,2,0.2,6.5
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,101,199,2,3,65,23.68,2,0.2,8.88
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,101,200,1,1,65,452.45,5,0.5,-244.323
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,101,105,3,8,65,62.982,3,0.4,-14.6958
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,101,201,3,16,65,1188.0,9,0.7,-950.4
CA-2015-146262,2015-01-02,2015-01-09,Standard Class,101,202,3,12,65,89.584,2,0.2,4.4792
CA-2016-130162,2016-10-28,2016-11-01,Standard Class,102,178,2,5,2,93.06,6,0.0,26.0568
CA-2016-130162,2016-10-28,2016-11-01,Standard Class,102,203,3,8,2,302.376,3,0.2,22.6782
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,204,2,14,66,5.584,2,0.2,1.8148
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,205,2,11,66,22.704,6,0.2,8.2302
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,92,2,9,66,19.776,4,0.7,-13.8432
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,206,1,6,66,72.704,4,0.2,19.0848
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,207,3,16,66,479.988,4,0.7,-383.9904
CA-2015-169397,2015-12-24,2015-12-27,First Class,103,208,2,7,66,27.168,2,0.2,2.7168
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,104,209,2,7,67,2.2,1,0.0,0.968
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,104,210,1,4,67,622.45,5,0.0,136.939
CA-2015-163055,2015-08-09,2015-08-16,Standard Class,104,211,2,5,67,21.98,1,0.0,0.2198
US-2015-145436,2015-02-28,2015-03-04,Standard Class,105,212,1,2,30,161.568,2,0.2,-28.2744
US-2015-145436,2015-02-28,2015-03-04,Standard Class,105,213,1,2,30,389.696,8,0.2,43.8408
US-2014-156216,2014-09-13,2014-09-17,Standard Class,106,214,2,9,36,18.648,7,0.7,-12.432
US-2017-100930,2017-04-07,2017-04-12,Standard Class,38,215,1,4,68,233.86,2,0.45,-102.048
US-2017-100930,2017-04-07,2017-04-12,Standard Class,38,216,1,4,68,620.6145,3,0.45,-248.2458
US-2017-100930,2017-04-07,2017-04-12,Standard Class,38,214,2,9,68,5.328,2,0.7,-3.552
US-2017-100930,2017-04-07,2017-04-12,Standard Class,38,217,1,6,68,258.072,3,0.2,0.0
US-2017-100930,2017-04-07,2017-04-12,Standard Class,38,218,3,12,68,617.976,3,0.2,-7.7247
CA-2017-160514,2017-11-12,2017-11-16,Standard Class,107,219,2,11,69,10.56,2,0.0,4.752
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,220,2,11,23,25.92,5,0.2,9.396
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,221,1,6,23,419.68,5,0.6,-356.728
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,222,1,6,23,11.688,3,0.6,-4.6752
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,223,3,8,23,31.984,2,0.2,11.1944
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,224,1,4,23,177.225,5,0.5,-120.513
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,225,1,6,23,4.044,3,0.6,-2.8308
CA-2016-157749,2016-06-04,2016-06-09,Second Class,108,183,2,7,23,7.408,2,0.2,1.2038
CA-2014-131926,2014-06-01,2014-06-06,Second Class,109,121,1,2,70,2001.86,7,0.0,580.5394
CA-2014-131926,2014-06-01,2014-06-06,Second Class,109,226,2,5,70,166.72,2,0.0,41.68
CA-2014-131926,2014-06-01,2014-06-06,Second Class,109,227,2,11,70,47.88,6,0.0,23.94
CA-2014-131926,2014-06-01,2014-06-06,Second Class,109,228,2,10,70,1503.25,5,0.0,496.0725
CA-2014-131926,2014-06-01,2014-06-06,Second Class,109,181,2,11,70,25.92,4,0.0,12.4416
CA-2016-154739,2016-12-10,2016-12-15,Second Class,110,229,1,2,9,321.568,2,0.2,28.1372
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,111,230,2,11,71,7.61,1,0.0,3.5767
CA-2016-145625,2016-09-11,2016-09-17,Standard Class,111,218,3,12,71,3347.37,13,0.0,636.0003
CA-2016-146941,2016-12-10,2016-12-13,First Class,112,231,2,5,21,80.58,6,0.0,22.5624
CA-2016-146941,2016-12-10,2016-12-13,First Class,112,232,2,13,21,361.92,4,0.0,162.864
US-2015-159982,2015-11-28,2015-12-04,Standard Class,113,225,1,6,23,12.132,9,0.6,-8.4924
US-2015-159982,2015-11-28,2015-12-04,Standard Class,113,233,2,5,23,82.368,2,0.2,-19.5624
US-2015-159982,2015-11-28,2015-12-04,Standard Class,113,147,2,5,23,53.92,5,0.2,4.044
US-2015-159982,2015-11-28,2015-12-04,Standard Class,113,234,3,8,23,647.904,6,0.2,56.6916
CA-2017-163139,2017-12-01,2017-12-03,Second Class,114,235,3,12,21,20.37,3,0.0,6.9258
CA-2017-163139,2017-12-01,2017-12-03,Second Class,114,236,2,5,21,221.55,3,0.0,6.6465
